player,value,nationality,age,height,league,champions_league,team,position_type,position,foot,games,games_starts,minutes,game_win,game_lose,game_clean_sheets,goals_team,assits_team,goals,assists,shots_total,shots_on_target,goal_created,dribbles,dribbles_completed_pct,aerials_won,aerials_won_pct,passes,passes_pct,passes_received,passes_received_pct,touches,carry_distance,carry_progressive_distance,blocks,blocked_passes,blocked_shots,clearances,tackles,tackles_won,ball_recoveries,saves,save_pct,pens_saved,cards_yellow,cards_red,dispossessed,errors
Fouad Chafik,65000,ma MAR,32,183,Ligue 1,0,Dijon,Defender,Right-Back,right,20,18,1528,7,12,0,0.2,1.9,0,2,7,0,6,31,54.8,11,47.8,914,76.8,603,91.5,1077,4308,2656,21,18,3,45,40,23,158,0,0.0,0,1,0,7,0
Mounir Chouiar,7000000,fr FRA,20,180,Ligue 1,0,Dijon,Forward,Left Winger,right,20,18,1506,7,12,0,3.8,2.9,4,0,38,17,1,112,67.0,12,50.0,640,71.7,553,80.5,882,5297,3211,21,19,2,7,38,27,124,0,0.0,0,4,1,54,0
Senou Coulibaly,80000,ml MLI,24,193,Ligue 1,0,Dijon,Defender,Centre-Back,right,10,9,666,7,12,0,0.4,0.0,0,0,5,1,0,0,0.0,10,50.0,383,84.1,314,98.1,484,1592,871,16,5,11,53,12,5,61,0,0.0,0,0,0,3,0
Bruno Ecuele Manga,2000000,ga GAB,31,186,Ligue 1,0,Dijon,Defender,Centre-Back,right,28,28,2520,7,12,0,1.2,0.1,0,0,17,0,1,9,66.7,85,72.6,1309,87.3,1001,98.2,1617,4818,2276,50,22,28,177,27,20,272,0,0.0,0,2,0,10,1
Alfred Gomis,2000000,sn SEN,25,196,Ligue 1,0,Dijon,Goalkeeper,Goalkeeper,right,19,19,1619,7,12,6,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,731,70.9,291,100.0,786,1590,985,1,1,0,1,0,0,129,65,0.771,0,0,0,0,1
Didier Ibrahim Ndong,3500000,ga GAB,25,179,Ligue 1,0,Dijon,Midfielder,Central Midfield,right,27,27,2386,7,12,0,0.8,2.2,0,3,19,6,3,37,59.5,16,34.8,1429,87.9,1176,93.9,1683,7254,3328,37,32,5,38,79,58,256,0,0.0,0,5,0,26,0
Benjamin Jeannot,1000000,fr FRA,27,183,Ligue 1,0,Dijon,Forward,Centre-Forward,right,2,2,167,7,12,0,0.3,0.0,0,0,5,3,0,0,0.0,0,0.0,68,79.4,61,69.3,90,271,102,1,1,0,4,1,1,10,0,0.0,0,0,0,4,0
Jules Keita,1000000,gn GUI,21,168,Ligue 1,0,Dijon,Forward,Left Winger,right,3,1,158,7,12,0,0.2,0.3,0,0,3,0,0,20,45.0,1,25.0,35,77.1,55,74.3,68,701,564,0,0,0,1,2,1,6,0,0.0,0,0,0,6,0
Wesley Lautoa,1000000,nc NCL,31,184,Ligue 1,0,Dijon,Defender,Centre-Back,left,23,21,1869,7,12,0,0.7,0.3,0,1,11,0,2,17,76.5,23,43.4,989,87.7,747,96.9,1222,4142,2465,46,29,17,63,60,42,222,0,0.0,0,3,0,9,0
Enzo Loiodice,4000000,fr FRA,18,176,Ligue 1,0,Dijon,Midfielder,Central Midfield,right,5,2,192,7,12,0,0.1,0.0,0,0,3,0,0,1,0.0,1,20.0,116,84.5,101,91.8,138,418,224,3,3,0,1,5,5,15,0,0.0,0,0,0,2,0
Jordan MariĂ©,80000,fr FRA,27,177,Ligue 1,0,Dijon,Midfielder,Central Midfield,right,8,1,201,7,12,0,0.0,0.4,0,0,1,0,0,4,75.0,1,16.7,111,75.7,87,86.1,140,384,175,6,5,1,3,6,5,25,0,0.0,0,0,0,6,0
Stephy Mavididi,3000000,eng ENG,21,183,Ligue 1,0,Dijon,Forward,Centre-Forward,right,24,16,1391,7,12,0,3.0,0.7,5,1,26,11,1,76,51.3,7,21.2,358,81.8,417,64.7,582,4081,2395,19,18,1,4,22,14,95,0,0.0,0,0,0,49,0
Hamza Mendyl,2000000,ma MAR,21,179,Ligue 1,0,Dijon,Defender,Left-Back,left,18,16,1441,7,12,0,0.6,1.2,1,0,10,1,2,50,52.0,6,28.6,848,78.1,610,94.7,1066,4184,2632,35,29,6,56,59,27,121,0,0.0,0,7,1,10,1
Muzinga Ngonda,400,cd COD,25,182,Ligue 1,0,Dijon,Defender,Left-Back,left,6,6,540,7,12,0,0.0,0.0,0,0,0,0,0,7,42.9,12,60.0,333,76.9,219,90.1,412,1348,934,16,13,3,33,15,10,44,0,0.0,0,1,0,9,0
Rayan Philippe,700,fr FRA,18,177,Ligue 1,0,Dijon,Forward,Centre-Forward,right,1,0,30,7,12,0,0.0,0.0,0,0,1,0,0,0,0.0,0,0.0,7,71.4,5,62.5,10,36,16,2,2,0,0,1,1,2,0,0.0,0,0,0,0,0
Mama Samba BaldĂ©,3500000,gw GNB,23,181,Ligue 1,0,Dijon,Forward,Right Winger,right,24,20,1676,7,12,0,5.0,2.8,6,2,50,16,9,61,52.5,25,29.8,368,68.8,433,62.5,662,3228,1927,23,21,2,22,36,23,106,0,0.0,0,2,0,43,0
FrĂ©dĂ©ric Sammaritano,32500,fr FRA,33,162,Ligue 1,0,Dijon,Midfielder,Attacking Midfield,right,10,6,518,7,12,0,0.5,1.7,1,2,9,2,3,10,50.0,0,0.0,269,75.1,220,84.9,334,1487,768,8,7,1,0,12,7,38,0,0.0,0,0,0,15,0
Matheus Pereira da Silva,1000000,br BRA,21,183,Ligue 1,0,Dijon,Midfielder,Attacking Midfield,left,10,6,465,7,12,0,0.6,1.1,0,0,11,3,1,9,66.7,2,25.0,239,73.6,189,81.8,303,1086,461,13,13,0,5,12,4,58,0,0.0,0,4,0,8,0
Bryan SoumarĂ©,72500,fr FRA,20,180,Ligue 1,0,Dijon,Midfielder,Attacking Midfield,left,12,4,384,7,12,0,0.3,0.4,0,0,6,4,0,16,68.8,4,36.4,147,67.3,125,75.3,198,1137,599,2,2,0,1,10,7,35,0,0.0,0,0,0,14,0
JĂşlio Tavares,2200000,cv CPV,30,187,Ligue 1,0,Dijon,Forward,Centre-Forward,right,23,22,1997,7,12,0,7.4,2.4,5,2,50,17,2,25,36.0,170,54.5,556,67.3,611,56.3,805,2003,797,12,11,1,30,10,7,85,0,0.0,0,0,0,44,0
Manuel Akanji,20000000,ch SUI,24,187,Bundesliga,1,Dortmund,Defender,Centre-Back,right,29,25,2309,21,7,0,0.8,0.8,0,1,10,2,3,12,66.7,41,56.9,1929,91.6,1657,98.5,2161,9126,4667,35,24,11,85,44,23,231,0,0.0,0,2,0,6,3
Paco AlcĂˇcer,28000000,es ESP,25,175,Bundesliga,1,Dortmund,Forward,Centre-Forward,right,11,6,530,21,7,0,3.8,1.0,5,1,15,7,3,7,57.1,4,21.1,112,75.0,116,50.2,167,253,112,3,2,1,2,2,2,17,0,0.0,0,0,0,8,0
Leonardo Balerdi,7000000,ar ARG,20,187,Bundesliga,1,Dortmund,Defender,Centre-Back,right,7,1,133,21,7,0,0.0,0.0,0,0,0,0,0,3,33.3,1,25.0,128,89.1,107,97.3,142,505,183,0,0,0,5,2,1,18,0,0.0,0,1,0,1,0
Julian Brandt,40000000,de GER,23,185,Bundesliga,1,Dortmund,Midfielder,Attacking Midfield,right,33,25,2203,21,7,0,4.0,5.6,3,7,33,15,19,90,70.0,16,43.2,1677,83.2,1621,87.4,1987,8436,3705,43,41,2,11,50,35,187,0,0.0,0,0,0,48,1
Jacob Bruun Larsen,11000000,dk DEN,20,183,Bundesliga,1,Dortmund,Forward,Left Winger,right,4,0,68,21,7,0,0.0,0.4,0,1,0,0,1,3,33.3,1,16.7,27,81.5,29,60.4,36,167,85,0,0,0,0,0,0,6,0,0.0,0,0,0,1,0
Roman BĂĽrki,11000000,ch SUI,28,187,Bundesliga,1,Dortmund,Goalkeeper,Goalkeeper,right,31,31,2770,21,7,13,0.0,0.0,0,0,0,0,0,2,0.0,0,0.0,1047,79.4,554,98.9,1102,2830,1176,1,1,0,0,0,0,188,59,0.602,0,0,0,0,1
Emre Can,26000000,de GER,25,186,Bundesliga,1,Dortmund,Midfielder,Defensive Midfield,right,12,10,955,21,7,0,0.9,0.4,2,0,16,4,2,25,60.0,14,70.0,739,88.1,650,95.0,862,3590,1816,16,10,6,23,25,18,119,0,0.0,0,5,0,16,0
Mahmoud Dahoud,6000000,de GER,23,178,Bundesliga,1,Dortmund,Midfielder,Central Midfield,right,12,6,558,21,7,0,1.1,0.4,0,1,13,4,3,17,76.5,3,37.5,496,90.1,471,90.2,578,2268,1050,9,7,2,8,16,7,58,0,0.0,0,1,0,11,0
Thomas Delaney,17000000,dk DEN,27,182,Bundesliga,1,Dortmund,Midfielder,Central Midfield,left,11,11,830,21,7,0,0.5,0.0,0,0,3,0,2,7,57.1,22,61.1,586,86.3,477,94.6,709,1612,707,16,9,7,38,25,16,105,0,0.0,0,4,0,6,0
Mario GĂ¶tze,10000000,de GER,27,176,Bundesliga,1,Dortmund,Midfielder,Attacking Midfield,right,15,5,521,21,7,0,1.9,1.4,3,0,7,3,0,12,41.7,2,18.2,283,84.1,279,72.1,357,1018,516,7,4,3,1,14,8,27,0,0.0,0,0,0,12,0
RaphaĂ«l Guerreiro,28000000,pt POR,25,170,Bundesliga,1,Dortmund,Midfielder,Left Midfield,left,29,26,2335,21,7,0,4.4,3.0,8,2,40,15,8,76,64.5,10,33.3,2145,88.0,1760,93.4,2417,8479,5273,45,42,3,25,43,29,251,0,0.0,0,3,0,32,0
Achraf Hakimi,54000000,ma MAR,20,181,Bundesliga,1,Dortmund,Midfielder,Right Midfield,right,33,29,2715,21,7,0,3.8,4.4,5,10,38,20,18,117,56.4,18,46.2,2422,84.3,2071,88.5,2826,11595,7447,54,52,2,31,57,37,275,0,0.0,0,5,0,57,1
Erling HĂĄland,72000000,no NOR,19,194,Bundesliga,1,Dortmund,Forward,Centre-Forward,left,15,11,1063,21,7,0,8.1,1.6,13,2,35,20,7,27,44.4,21,47.7,236,73.7,261,55.9,367,1304,791,12,7,5,5,5,5,44,0,0.0,0,0,0,13,0
Thorgan Hazard,32000000,be BEL,26,175,Bundesliga,1,Dortmund,Forward,Left Winger,right,33,28,2380,21,7,0,5.4,7.4,7,13,50,21,20,97,57.7,17,35.4,1251,76.8,1176,78.3,1562,6633,3783,37,34,3,4,42,36,163,0,0.0,0,3,0,49,0
Marwin Hitz,2000000,ch SUI,31,194,Bundesliga,1,Dortmund,Defender,Centre-Back,right,4,3,290,21,7,3,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,100,84.0,51,96.2,104,333,173,0,0,0,0,0,0,16,6,0.857,0,0,0,0,0
Mats Hummels,24000000,de GER,30,191,Bundesliga,1,Dortmund,Defender,Centre-Back,right,31,31,2581,21,7,0,1.7,1.9,1,3,23,4,5,10,80.0,93,71.0,2234,88.4,1788,98.3,2588,10482,6360,56,36,20,177,68,47,390,0,0.0,0,8,1,9,1
Mateu Morey,3000000,es ESP,19,173,Bundesliga,1,Dortmund,Defender,Right-Back,right,5,2,197,21,7,0,0.6,0.4,0,1,2,1,1,5,80.0,1,20.0,165,84.2,148,96.7,192,877,585,10,10,0,3,5,4,14,0,0.0,0,0,0,2,1
Lukasz Piszczek,2000000,pl POL,34,184,Bundesliga,1,Dortmund,Defender,Right-Back,right,29,25,2106,21,7,0,0.4,2.1,1,3,8,3,3,23,56.5,32,54.2,1973,87.8,1624,97.0,2192,7693,3839,45,31,14,63,49,30,252,0,0.0,0,3,0,6,1
Tobias Raschl,90000,de GER,19,177,Bundesliga,1,Dortmund,Midfielder,Defensive Midfield,right,1,0,26,21,7,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,16,93.8,12,100.0,17,70,30,0,0,0,0,0,0,5,0,0.0,0,0,0,1,0
Marco Reus,32000000,de GER,30,180,Bundesliga,1,Dortmund,Midfielder,Attacking Midfield,right,19,18,1495,21,7,0,9.5,2.6,11,5,45,22,8,53,54.7,5,13.9,657,82.8,681,69.6,895,3164,1527,25,22,3,13,32,22,70,0,0.0,0,1,0,34,0
Gio Reyna,30000000,us USA,16,185,Bundesliga,1,Dortmund,Midfielder,Attacking Midfield,right,15,2,355,21,7,0,0.1,0.8,0,1,4,2,4,26,73.1,2,16.7,222,86.5,228,85.1,280,1414,798,4,4,0,1,5,4,34,0,0.0,0,2,0,10,0
Jadon Sancho,117000000,eng ENG,19,180,Bundesliga,1,Dortmund,Forward,Right Winger,right,32,25,2287,21,7,0,9.3,9.0,17,16,52,28,32,164,56.7,1,5.6,1614,83.5,1620,83.2,1924,10178,5877,21,21,0,3,17,14,136,0,0.0,0,2,0,51,0
Marcel Schmelzer,1000000,de GER,31,180,Bundesliga,1,Dortmund,Defender,Left-Back,left,7,0,66,21,7,0,0.6,0.2,1,1,2,1,1,0,0.0,4,80.0,52,78.8,37,86.0,58,184,71,0,0,0,2,0,0,12,0,0.0,0,0,0,0,0
Nico Schulz,16000000,de GER,26,180,Bundesliga,1,Dortmund,Defender,Left-Back,left,11,7,594,21,7,0,0.4,0.2,1,0,6,1,2,11,54.5,2,50.0,454,85.7,371,91.6,515,1946,1084,12,9,3,11,15,8,48,0,0.0,0,0,0,5,0
Julian Weigl,18000000,de GER,23,186,Bundesliga,1,Dortmund,Midfielder,Defensive Midfield,right,13,12,1019,21,7,0,0.3,0.4,1,0,9,3,1,8,75.0,12,66.7,824,91.4,723,96.5,923,3560,1758,9,9,0,25,21,12,106,0,0.0,0,4,0,9,0
Axel Witsel,21000000,be BEL,30,188,Bundesliga,1,Dortmund,Midfielder,Defensive Midfield,right,28,25,2245,21,7,0,2.2,2.8,4,5,28,7,9,27,81.5,19,65.5,1794,94.1,1581,94.8,2007,7583,2858,34,25,9,18,42,31,239,0,0.0,0,4,0,29,2
Dan-Axel Zagadou,31000000,fr FRA,20,196,Bundesliga,1,Dortmund,Defender,Centre-Back,left,15,10,983,21,7,0,0.2,0.4,1,1,4,3,1,6,100.0,37,74.0,827,92.1,688,99.0,934,3883,1891,25,13,12,50,17,12,124,0,0.0,0,1,0,3,0
Sergio Ălvarez,1000000,es ESP,27,179,La Liga,0,Eibar,Goalkeeper,Goalkeeper,right,18,14,1147,11,18,2,0.2,0.2,0,0,0,0,0,9,66.7,24,41.4,53,73.6,278,93.6,569,1465,506,0,0,0,0,0,0,143,3,0.75,0,6,0,1,0
JosĂ© Ăngel,3000000,es ESP,29,182,La Liga,0,Eibar,Defender,Left-Back,left,28,27,2360,11,18,0,0.6,2.4,1,1,24,7,5,24,83.3,47,63.5,1464,67.1,812,94.0,1754,5389,2849,40,34,6,102,62,31,311,0,0.0,0,4,0,19,0
Anaitz Arbilla,1000000,es ESP,32,178,La Liga,0,Eibar,Defender,Centre-Back,right,24,22,2007,11,18,0,0.7,0.1,1,0,14,2,2,6,66.7,56,66.7,1169,74.4,714,96.5,1412,5486,2419,38,32,6,136,33,20,319,0,0.0,0,5,0,10,2
Miguel Atienza,15000,es ESP,0,186,La Liga,0,Eibar,Midfielder,Central Midfield,right,3,0,30,11,18,0,0.0,0.0,0,0,1,0,0,0,0.0,2,100.0,14,71.4,12,92.3,21,56,12,2,1,1,2,1,1,2,0,0.0,0,0,0,0,0
Pedro Bigas,1000000,es ESP,28,181,La Liga,0,Eibar,Defender,Centre-Back,left,23,21,1777,11,18,0,1.6,0.3,3,0,8,5,0,2,0.0,65,63.1,699,68.7,398,95.9,907,2502,1172,28,15,13,133,18,14,249,0,0.0,0,2,0,3,1
Pablo de Blasis,1000000,ar ARG,31,165,La Liga,0,Eibar,Forward,Left Winger,right,30,15,1604,11,18,0,2.5,2.0,2,3,13,4,4,25,52.0,22,32.8,956,69.9,652,85.2,1132,2828,1555,33,32,1,25,42,30,180,0,0.0,0,1,0,14,0
Esteban Burgos,72500,ar ARG,27,191,La Liga,0,Eibar,Defender,Centre-Back,right,15,11,1119,11,18,0,0.7,0.1,1,0,2,1,0,7,100.0,25,67.6,380,64.2,212,97.7,515,1202,511,23,13,10,84,15,9,141,0,0.0,0,3,0,0,1
Charles,500,br BRA,35,179,La Liga,0,Eibar,Forward,Centre-Forward,right,30,13,1301,11,18,0,4.5,0.8,6,0,23,9,2,6,66.7,51,36.4,346,68.5,326,48.7,475,735,297,12,9,3,7,13,6,67,0,0.0,0,8,0,17,0
Rober Correa,600,es ESP,26,180,La Liga,0,Eibar,Defender,Right-Back,right,12,11,929,11,18,0,0.2,0.2,0,0,5,2,0,7,71.4,33,57.9,513,74.3,271,87.4,628,1670,778,21,16,5,49,16,9,127,0,0.0,0,3,0,6,0
SebastiĂˇn CristĂłforo,1000000,uy URU,25,173,La Liga,0,Eibar,Midfielder,Central Midfield,right,18,9,877,11,18,0,0.2,0.5,0,0,0,0,0,17,58.8,6,30.0,49,83.7,259,80.2,469,1125,516,2,1,1,0,5,4,96,0,0.0,0,1,0,20,0
Papakouli Diop,800,sn SEN,33,180,La Liga,0,Eibar,Midfielder,Defensive Midfield,right,30,25,2253,11,18,0,1.1,0.5,1,0,26,7,2,10,60.0,61,63.5,806,73.6,531,87.8,1049,2281,884,37,29,8,50,43,27,319,0,0.0,0,7,0,16,1
Marko DmitroviÄ‡,10000000,rs SRB,27,194,La Liga,0,Eibar,Goalkeeper,Goalkeeper,left,35,35,3150,11,18,10,0.4,0.0,0,0,1,1,0,1,100.0,0,0.0,1062,45.1,360,98.9,1158,3205,1907,1,1,0,2,0,0,205,67,0.584,1,3,0,0,0
Sergi Enrich,2000000,es ESP,29,181,La Liga,0,Eibar,Forward,Centre-Forward,right,30,21,1865,11,18,0,2.6,1.4,1,4,30,6,5,12,75.0,100,37.0,527,71.5,527,49.6,746,1309,351,30,26,4,13,21,17,105,0,0.0,0,6,0,27,0
Gonzalo Escalante,3000000,ar ARG,26,182,La Liga,0,Eibar,Midfielder,Central Midfield,right,23,18,1674,11,18,0,1.7,0.7,0,1,23,5,3,24,75.0,49,49.0,657,72.1,431,84.2,851,2167,933,35,30,5,31,41,29,252,0,0.0,0,9,1,13,0
Edu ExpĂłsito,3000000,es ESP,22,178,La Liga,0,Eibar,Midfielder,Central Midfield,right,35,24,2316,11,18,0,2.8,1.3,4,1,33,16,3,36,72.2,46,43.4,933,81.4,671,88.8,1174,3970,1813,28,22,6,36,56,41,310,0,0.0,0,3,0,22,0
Takashi Inui,2000000,jp JPN,31,169,La Liga,0,Eibar,Forward,Left Winger,right,29,23,1960,11,18,0,3.9,1.6,2,3,38,11,4,40,45.0,15,34.1,591,73.8,567,70.3,837,4391,2692,33,28,5,14,28,17,143,0,0.0,0,2,0,38,0
Kike,2400000,es ESP,29,186,La Liga,0,Eibar,Forward,Centre-Forward,right,27,20,1767,11,18,0,6.0,0.8,5,1,57,18,3,18,44.4,108,38.3,487,67.1,596,50.3,770,2321,803,17,15,2,7,11,6,92,0,0.0,0,2,0,35,0
Pedro LeĂłn,1000000,es ESP,32,183,La Liga,0,Eibar,Forward,Right Winger,right,31,23,1896,11,18,0,3.0,4.2,1,2,38,14,5,38,52.6,38,45.2,717,58.0,588,68.5,945,3048,1397,30,29,1,11,27,15,128,0,0.0,0,4,0,34,0
Miguel MarĂ­,25000,es ESP,22,185,La Liga,0,Eibar,Midfielder,Central Midfield,right,1,0,6,11,18,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2,50.0,1,100.0,5,3,2,1,1,0,0,1,0,1,0,0.0,0,0,0,0,0
Paulo Oliveira,4000000,pt POR,27,187,La Liga,0,Eibar,Defender,Centre-Back,right,26,23,2090,11,18,0,1.0,0.2,1,0,12,4,0,3,100.0,80,63.5,788,69.2,491,98.2,1048,2814,1143,38,27,11,154,34,15,271,0,0.0,0,7,1,4,1
FabiĂˇn Orellana,1000000,cl CHI,33,171,La Liga,0,Eibar,Forward,Right Winger,right,29,28,2390,11,18,0,7.4,4.8,8,7,38,16,14,135,51.9,14,22.6,1062,72.6,1083,77.7,1485,7781,4625,26,25,1,0,34,21,169,0,0.0,0,9,1,104,0
Quique,800,es ESP,29,177,La Liga,0,Eibar,Forward,Centre-Forward,left,15,4,490,11,18,0,0.7,0.3,0,1,9,1,2,4,75.0,21,36.2,124,71.0,145,46.0,192,519,220,7,6,1,4,2,2,18,0,0.0,0,0,0,8,0
IvĂˇn Ramis,65000,es ESP,34,189,La Liga,0,Eibar,Defender,Centre-Back,right,7,6,457,11,18,0,0.2,0.0,1,0,4,2,0,3,100.0,20,71.4,198,83.8,126,96.2,269,723,276,3,3,0,52,6,2,64,0,0.0,0,1,0,1,1
Rafa Soares,2000000,pt POR,24,178,La Liga,0,Eibar,Defender,Left-Back,left,6,6,435,11,18,0,0.0,0.2,0,0,0,0,0,3,33.3,7,50.0,219,70.3,110,88.7,255,617,313,7,7,0,11,5,2,44,0,0.0,0,1,0,4,0
Ălvaro Tejero,2000000,es ESP,23,174,La Liga,0,Eibar,Defender,Right-Back,both,18,16,1447,11,18,0,0.1,0.9,0,0,7,1,1,9,55.6,19,43.2,767,73.4,434,88.4,940,2455,1167,33,32,1,63,30,12,160,0,0.0,0,4,0,5,0
David Abraham,1000000,ar ARG,33,188,Bundesliga,0,Eint Frankfurt,Defender,Centre-Back,right,20,19,1688,13,15,0,1.4,0.1,2,0,7,4,0,11,81.8,51,61.4,896,82.8,619,96.9,1073,4121,2352,32,17,15,87,30,22,224,0,0.0,0,2,1,2,1
Timothy Chandler,2000000,us USA,29,186,Bundesliga,0,Eint Frankfurt,Defender,Right-Back,right,22,12,1220,13,15,0,1.8,1.0,5,1,19,8,3,10,40.0,42,58.3,462,62.8,355,71.1,589,1837,911,22,17,5,25,20,10,87,0,0.0,0,4,0,8,0
Danny da Costa,8000000,de GER,26,187,Bundesliga,0,Eint Frankfurt,Defender,Right-Back,right,19,15,1389,13,15,0,1.3,3.7,1,4,16,4,10,40,57.5,30,50.0,626,65.2,457,78.5,806,2688,1299,27,25,2,40,32,21,111,0,0.0,0,0,0,15,0
Bas Dost,5500000,nl NED,30,196,Bundesliga,0,Eint Frankfurt,Forward,Centre-Forward,right,24,16,1475,13,15,0,6.7,1.4,8,2,32,17,6,7,57.1,125,70.6,461,59.2,447,58.9,584,563,260,10,7,3,24,8,4,69,0,0.0,0,2,0,7,0
Erik Durm,1500000,de GER,27,183,Bundesliga,0,Eint Frankfurt,Defender,Left-Back,right,9,6,511,13,15,0,0.7,0.1,0,0,13,3,1,7,71.4,5,33.3,245,63.7,170,79.8,322,1084,467,15,13,2,14,14,8,59,0,0.0,0,0,0,8,0
Simon Falette,2000000,gn GUI,27,185,Bundesliga,0,Eint Frankfurt,Defender,Centre-Back,left,1,1,90,13,15,0,0.0,0.0,0,0,0,0,0,1,100.0,2,100.0,57,80.7,35,92.1,74,252,148,5,2,3,11,1,1,17,0,0.0,0,0,0,0,0
Gelson Fernandes,1000000,ch SUI,32,180,Bundesliga,0,Eint Frankfurt,Midfielder,Defensive Midfield,right,11,10,775,13,15,0,0.0,0.0,0,0,0,0,0,4,75.0,11,32.4,254,81.9,146,91.8,336,655,272,15,12,3,21,35,20,96,0,0.0,0,5,1,1,1
Mijat GaÄ‡inoviÄ‡,6000000,rs SRB,24,175,Bundesliga,0,Eint Frankfurt,Midfielder,Attacking Midfield,right,23,11,1048,13,15,0,2.1,1.2,0,1,25,7,3,36,52.8,5,35.7,369,70.5,332,68.3,528,2276,1204,26,25,1,10,23,17,91,0,0.0,0,2,0,15,0
Jonathan de GuzmĂˇn,1000000,nl NED,31,173,Bundesliga,0,Eint Frankfurt,Midfielder,Central Midfield,right,8,0,87,13,15,0,0.0,0.5,0,1,1,0,1,2,50.0,1,50.0,104,76.0,84,87.5,124,466,234,3,3,0,1,1,1,18,0,0.0,0,1,0,4,0
Makoto Hasebe,80000,jp JPN,35,180,Bundesliga,0,Eint Frankfurt,Midfielder,Defensive Midfield,right,23,21,1968,13,15,0,0.0,0.8,0,0,0,0,2,4,100.0,28,49.1,1374,88.1,974,98.8,1565,8273,5619,56,44,12,72,35,20,322,0,0.0,0,3,0,13,0
Martin Hinteregger,14000000,at AUT,26,184,Bundesliga,0,Eint Frankfurt,Defender,Centre-Back,left,31,30,2721,13,15,0,3.8,0.5,8,1,45,17,2,22,45.5,78,60.5,1651,77.5,1134,94.7,2040,7396,3602,60,40,20,154,67,47,401,0,0.0,0,8,0,10,0
Stefan Ilsanker,2000000,at AUT,30,189,Bundesliga,0,Eint Frankfurt,Midfielder,Defensive Midfield,right,12,9,838,13,15,0,0.9,0.8,2,1,7,2,1,3,66.7,29,74.4,540,80.7,399,95.9,640,1777,887,11,10,1,38,26,16,121,0,0.0,0,4,0,5,0
Dejan JoveljiÄ‡,3600000,rs SRB,19,182,Bundesliga,0,Eint Frankfurt,Forward,Centre-Forward,right,4,2,150,13,15,0,0.0,0.0,0,0,0,0,0,2,50.0,1,14.3,28,78.6,29,40.3,40,108,54,0,0,0,1,3,3,4,0,0.0,0,1,0,3,0
Daichi Kamada,8000000,jp JPN,22,180,Bundesliga,0,Eint Frankfurt,Midfielder,Attacking Midfield,right,28,22,1969,13,15,0,5.7,3.1,2,4,48,19,12,56,66.1,15,24.2,773,74.9,684,67.9,1052,4488,2511,18,17,1,8,29,21,171,0,0.0,0,5,0,54,0
Dominik Kohr,6000000,de GER,25,183,Bundesliga,0,Eint Frankfurt,Midfielder,Central Midfield,right,26,16,1445,13,15,0,1.3,1.1,0,3,27,11,5,32,65.6,22,36.7,787,80.6,650,88.8,992,3069,1619,47,34,13,19,58,39,167,0,0.0,0,5,1,15,0
Filip KostiÄ‡,32000000,rs SRB,26,184,Bundesliga,0,Eint Frankfurt,Midfielder,Left Midfield,left,33,33,2958,13,15,0,5.9,9.3,4,11,86,27,20,141,61.0,21,72.4,1613,59.8,1238,81.6,2063,11111,7081,63,60,3,15,71,47,318,0,0.0,0,4,0,62,0
Obite N'Dicka,22500000,fr FRA,19,192,Bundesliga,0,Eint Frankfurt,Defender,Centre-Back,left,22,20,1721,13,15,0,0.6,1.0,1,1,9,2,2,31,67.7,42,61.8,1057,82.5,733,90.8,1269,4023,2160,43,35,8,80,35,21,206,0,0.0,0,3,0,6,0
GonĂ§alo PaciĂŞncia,12000000,pt POR,24,184,Bundesliga,0,Eint Frankfurt,Forward,Centre-Forward,right,23,15,1283,13,15,0,6.5,3.2,7,3,47,15,7,47,55.3,44,41.9,316,63.9,417,56.7,547,2080,1009,10,10,0,12,10,10,58,0,0.0,0,4,0,39,0
Sebastian Rode,4000000,de GER,28,179,Bundesliga,0,Eint Frankfurt,Midfielder,Central Midfield,right,29,25,1936,13,15,0,0.9,1.5,3,3,12,6,5,21,71.4,20,37.0,1209,84.8,917,88.3,1415,5454,2918,36,30,6,15,65,41,265,0,0.0,0,6,0,13,1
Frederik RĂ¸nnow,3500000,dk DEN,26,190,Bundesliga,0,Eint Frankfurt,Goalkeeper,Goalkeeper,right,9,9,810,13,15,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,344,70.1,187,100.0,373,893,576,0,0,0,1,0,0,56,35,0.745,0,0,0,0,1
AndrĂ© Silva,16000000,pt POR,23,184,Bundesliga,0,Eint Frankfurt,Forward,Centre-Forward,right,25,16,1575,13,15,0,10.5,4.3,12,3,2,0,7,35,51.4,48,41.4,11,54.5,530,54.4,702,2780,1543,0,0,0,0,3,1,89,0,0.0,0,1,0,40,0
Djibril Sow,9000000,ch SUI,22,184,Bundesliga,0,Eint Frankfurt,Midfielder,Central Midfield,right,29,18,1746,13,15,0,1.3,2.5,1,3,21,3,6,25,52.0,25,43.1,876,81.8,700,82.2,1128,4276,2037,26,23,3,31,62,39,235,0,0.0,0,2,0,20,0
