"case","alt","choice","dist","cost","ivt","ovt","freq","income","urban","noalt"
1601,"bus",0,557,33.66,370,68,7,70,1,4
1601,"car",0,557,105.83,365,0,0,70,1,4
1602,"train",1,557,72.6,370,67,4,70,1,4
1602,"air",0,557,180.05,69,91,45,70,1,4
1602,"bus",0,557,33.66,370,68,7,70,1,4
1602,"car",0,557,105.83,365,0,0,70,1,4
1603,"train",1,557,72.6,370,67,4,35,1,4
1603,"air",0,557,180.05,69,91,45,35,1,4
1603,"bus",0,557,33.66,370,68,7,35,1,4
1603,"car",0,557,105.83,365,0,0,35,1,4
1604,"train",1,557,72.6,370,67,4,70,1,4
1604,"air",0,557,180.05,69,91,45,70,1,4
1604,"bus",0,557,33.66,370,68,7,70,1,4
1604,"car",0,557,105.83,365,0,0,70,1,4
1605,"train",0,557,72.6,370,67,4,70,1,4
1605,"air",1,557,180.05,69,91,45,70,1,4
1605,"bus",0,557,33.66,370,68,7,70,1,4
1605,"car",0,557,105.83,365,0,0,70,1,4
1606,"train",0,557,72.6,370,67,4,70,1,4
1606,"air",1,557,180.05,69,91,45,70,1,4
1606,"bus",0,557,33.66,370,68,7,70,1,4
1606,"car",0,557,105.83,365,0,0,70,1,4
1607,"train",0,557,72.6,370,67,4,70,1,4
1607,"air",1,557,180.05,69,91,45,70,1,4
1607,"bus",0,557,33.66,370,68,7,70,1,4
1607,"car",0,557,105.83,365,0,0,70,1,4
1608,"train",0,557,72.6,370,67,4,70,1,4
1608,"air",1,557,180.05,69,91,45,70,1,4
1608,"bus",0,557,33.66,370,68,7,70,1,4
1608,"car",0,557,105.83,365,0,0,70,1,4
1609,"train",0,557,72.6,370,67,4,70,1,4
1609,"air",1,557,180.05,69,91,45,70,1,4
1609,"bus",0,557,33.66,370,68,7,70,1,4
1609,"car",0,557,105.83,365,0,0,70,1,4
1610,"train",0,557,72.6,370,67,4,70,1,4
1610,"air",1,557,180.05,69,91,45,70,1,4
1610,"bus",0,557,33.66,370,68,7,70,1,4
1610,"car",0,557,105.83,365,0,0,70,1,4
1611,"train",0,557,72.6,370,67,4,45,1,4
1611,"air",1,557,180.05,69,91,45,45,1,4
1611,"bus",0,557,33.66,370,68,7,45,1,4
1611,"car",0,557,105.83,365,0,0,45,1,4
1612,"train",0,557,72.6,370,67,4,70,1,4
1612,"air",1,557,180.05,69,91,45,70,1,4
1612,"bus",0,557,33.66,370,68,7,70,1,4
1612,"car",0,557,105.83,365,0,0,70,1,4
1613,"train",0,557,72.6,370,67,4,70,1,4
1613,"air",1,557,180.05,69,91,45,70,1,4
1613,"bus",0,557,33.66,370,68,7,70,1,4
1613,"car",0,557,105.83,365,0,0,70,1,4
1614,"train",0,557,72.6,370,67,4,70,1,4
1614,"air",0,557,180.05,69,91,45,70,1,4
1614,"bus",0,557,33.66,370,68,7,70,1,4
1614,"car",1,557,105.83,365,0,0,70,1,4
1615,"train",0,557,72.6,370,67,4,70,1,4
1615,"air",0,557,180.05,69,91,45,70,1,4
1615,"bus",0,557,33.66,370,68,7,70,1,4
1615,"car",1,557,105.83,365,0,0,70,1,4
1616,"train",1,557,73.6,370,80,4,45,1,4
1616,"air",0,557,180.6,69,101,45,45,1,4
1616,"bus",0,557,34.41,370,75,7,45,1,4
1616,"car",0,557,105.83,365,0,0,45,1,4
1617,"train",0,557,73.6,370,80,4,70,1,4
1617,"air",1,557,180.6,69,101,45,70,1,4
1617,"bus",0,557,34.41,370,75,7,70,1,4
1617,"car",0,557,105.83,365,0,0,70,1,4
1618,"train",0,557,74.1,370,82,4,70,1,4
1618,"air",1,557,181.5,69,96,45,70,1,4
1618,"bus",0,557,34.11,370,80,7,70,1,4
1618,"car",0,557,105.83,365,0,0,70,1,4
1619,"train",0,557,74.1,370,82,4,25,1,4
1619,"air",1,557,181.5,69,96,45,25,1,4
1619,"bus",0,557,34.11,370,80,7,25,1,4
1619,"car",0,557,105.83,365,0,0,25,1,4
1620,"train",0,562,75.6,370,85,4,55,1,4
1620,"air",1,562,183.1,69,106,45,55,1,4
1620,"bus",0,562,35.11,370,85,7,55,1,4
1620,"car",0,562,106.78,372,0,0,55,1,4
1621,"train",0,562,75.6,370,85,4,70,1,4
1621,"air",1,562,183.1,69,106,45,70,1,4
1621,"bus",0,562,35.11,370,85,7,70,1,4
1621,"car",0,562,106.78,372,0,0,70,1,4
1622,"train",0,490,78.6,370,145,4,70,0,3
1622,"air",1,490,183.5,69,126,45,70,0,3
1622,"car",0,490,93.1,322,0,0,70,0,3
1623,"train",0,595,76.45,370,90,4,70,0,4
1623,"air",1,595,179.8,69,96,45,70,0,4
1623,"bus",0,595,33.61,370,80,7,70,0,4
1623,"car",0,595,113.05,392,0,0,70,0,4
1624,"train",0,571,74.6,370,85,4,25,0,4
1624,"air",1,571,179.5,69,100,45,25,0,4
1624,"bus",0,571,35.61,370,85,7,25,0,4
1624,"car",0,571,108.49,372,0,0,25,0,4
1625,"train",0,564,76.1,370,85,4,55,0,4
1625,"air",1,564,179.85,69,104,45,55,0,4
1625,"bus",0,564,33.11,370,70,7,55,0,4
1625,"car",0,564,107.16,366,0,0,55,0,4
1626,"train",0,564,76.1,370,85,4,70,0,4
1626,"air",1,564,179.85,69,104,45,70,0,4
1626,"bus",0,564,33.11,370,70,7,70,0,4
1626,"car",0,564,107.16,366,0,0,70,0,4
1627,"train",0,564,76.1,370,85,4,70,0,4
1627,"air",1,564,179.85,69,104,45,70,0,4
1627,"bus",0,564,33.11,370,70,7,70,0,4
1627,"car",0,564,107.16,366,0,0,70,0,4
1628,"train",0,564,76.1,370,85,4,70,0,4
1628,"air",1,564,179.85,69,104,45,70,0,4
1628,"bus",0,564,33.11,370,70,7,70,0,4
1628,"car",0,564,107.16,366,0,0,70,0,4
1629,"train",0,564,76.1,370,85,4,70,0,4
1629,"air",1,564,179.85,69,104,45,70,0,4
1629,"bus",0,564,33.11,370,70,7,70,0,4
1629,"car",0,564,107.16,366,0,0,70,0,4
1630,"train",0,564,76.1,370,85,4,34,0,4
1630,"air",1,564,179.85,69,104,45,34,0,4
1630,"bus",0,564,33.11,370,70,7,34,0,4
1630,"car",0,564,107.16,366,0,0,34,0,4
1631,"train",0,564,76.1,370,85,4,70,0,4
1631,"air",1,564,179.85,69,104,45,70,0,4
1631,"bus",0,564,33.11,370,70,7,70,0,4
1631,"car",0,564,107.16,366,0,0,70,0,4
1632,"train",0,564,76.1,370,85,4,70,0,4
1632,"air",1,564,179.85,69,104,45,70,0,4
1632,"bus",0,564,33.11,370,70,7,70,0,4
1632,"car",0,564,107.16,366,0,0,70,0,4
1633,"train",0,564,76.1,370,85,4,70,0,4
1633,"air",1,564,179.85,69,104,45,70,0,4
1633,"bus",0,564,33.11,370,70,7,70,0,4
1633,"car",0,564,107.16,366,0,0,70,0,4
1634,"train",0,564,76.1,370,85,4,70,0,4
1634,"air",1,564,179.85,69,104,45,70,0,4
1634,"bus",0,564,33.11,370,70,7,70,0,4
1634,"car",0,564,107.16,366,0,0,70,0,4
1635,"train",0,624,76.6,370,94,4,70,0,4
1635,"air",0,624,174.8,69,96,45,70,0,4
1635,"bus",0,624,33.61,370,90,7,70,0,4
1635,"car",1,624,118.56,409,0,0,70,0,4
1636,"train",0,595,82.6,370,105,4,55,0,4
1636,"air",1,595,183.5,69,121,45,55,0,4
1636,"bus",0,595,33.61,370,95,7,55,0,4
1636,"car",0,595,113.05,416,0,0,55,0,4
1637,"train",0,595,82.6,370,105,4,45,0,4
1637,"air",1,595,183.5,69,121,45,45,0,4
1637,"bus",0,595,33.61,370,95,7,45,0,4
1637,"car",0,595,113.05,416,0,0,45,0,4
1638,"train",0,508,74.45,351,83,4,55,0,3
1638,"air",1,508,177.3,69,99,45,55,0,3
1638,"car",0,508,96.52,332,0,0,55,0,3
1639,"train",0,508,74.45,351,83,4,70,0,3
1639,"air",1,508,177.3,69,99,45,70,0,3
1639,"car",0,508,96.52,332,0,0,70,0,3
1640,"train",0,595,76.6,370,107,4,55,0,4
1640,"air",1,595,183.5,69,121,45,55,0,4
1640,"bus",0,595,33.61,370,95,7,55,0,4
1640,"car",0,595,113.05,392,0,0,55,0,4
1641,"train",0,671,82.6,370,130,4,70,0,4
1641,"air",1,671,178,69,146,45,70,0,4
1641,"bus",0,671,35.61,370,115,7,70,0,4
1641,"car",0,671,127.49,440,0,0,70,0,4
1642,"train",0,671,82.6,370,130,4,35,0,4
1642,"air",0,671,178,69,146,45,35,0,4
1642,"bus",0,671,35.61,370,115,7,35,0,4
1642,"car",1,671,127.49,440,0,0,35,0,4
1643,"train",1,679,94.2,558,84,2,22,0,3
1643,"air",0,679,183.5,69,156,45,22,0,3
1643,"car",0,679,129.01,436,0,0,22,0,3
1644,"train",1,708,95.4,558,104,2,22,0,3
1644,"air",0,708,183.5,69,161,45,22,0,3
1644,"car",0,708,134.52,460,0,0,22,0,3
1645,"train",1,829,96.4,558,109,2,22,0,3
1645,"air",0,829,209.9,84,151,4,22,0,3
1645,"car",0,829,157.51,560,0,0,22,0,3
1646,"train",0,770,106.35,507,84,2,35,0,4
1646,"air",1,770,200.9,84,79,4,35,0,4
1646,"bus",0,770,53.82,629,66,6,35,0,4
1646,"car",0,770,146.3,492,0,0,35,0,4
1647,"train",0,773,106.9,534,92,2,55,0,4
1647,"air",1,773,201.9,84,87,4,55,0,4
1647,"bus",0,773,53.32,629,66,6,55,0,4
1647,"car",0,773,146.87,496,0,0,55,0,4
1648,"train",0,773,106.9,534,92,2,70,0,4
1648,"air",1,773,201.9,84,87,4,70,0,4
1648,"bus",0,773,53.32,629,66,6,70,0,4
1648,"car",0,773,146.87,496,0,0,70,0,4
1649,"train",0,773,106.9,534,92,2,35,0,4
1649,"air",1,773,201.9,84,87,4,35,0,4
1649,"bus",0,773,53.32,629,66,6,35,0,4
1649,"car",0,773,146.87,496,0,0,35,0,4
1650,"train",0,773,106.9,534,92,2,55,0,4
1650,"air",1,773,201.9,84,87,4,55,0,4
1650,"bus",0,773,53.32,629,66,6,55,0,4
1650,"car",0,773,146.87,496,0,0,55,0,4
1651,"train",0,773,106.9,534,92,2,70,0,4
1651,"air",1,773,201.9,84,87,4,70,0,4
1651,"bus",0,773,53.32,629,66,6,70,0,4
1651,"car",0,773,146.87,496,0,0,70,0,4
1652,"train",0,773,106.9,534,92,2,70,0,4
1652,"air",1,773,201.9,84,87,4,70,0,4
1652,"bus",0,773,53.32,629,66,6,70,0,4
1652,"car",0,773,146.87,496,0,0,70,0,4
1653,"train",0,624,77.6,370,115,4,70,0,4
1653,"air",1,624,180.1,69,126,45,70,0,4
1653,"bus",0,624,34.61,370,105,7,70,0,4
1653,"car",0,624,118.56,409,0,0,70,0,4
1654,"train",0,624,77.6,370,115,4,70,0,4
1654,"air",1,624,180.1,69,126,45,70,0,4
1654,"bus",0,624,34.61,370,105,7,70,0,4
1654,"car",0,624,118.56,409,0,0,70,0,4
1655,"train",0,598,82.6,370,100,4,25,0,4
1655,"air",1,598,183.5,69,111,45,25,0,4
1655,"bus",0,598,34.61,370,90,7,25,0,4
1655,"car",0,598,113.62,387,0,0,25,0,4
1656,"train",0,598,82.6,370,100,4,35,0,4
1656,"air",0,598,183.5,69,111,45,35,0,4
1656,"bus",0,598,34.61,370,90,7,35,0,4
1656,"car",1,598,113.62,387,0,0,35,0,4
1657,"train",0,696,82.6,370,130,4,45,0,3
1657,"air",1,696,183.5,69,151,45,45,0,3
1657,"car",0,696,132.24,450,0,0,45,0,3
1658,"train",0,934,112.1,534,134,2,70,0,4
1658,"air",1,934,209.9,84,111,4,70,0,4
1658,"bus",0,934,56.57,629,105,6,70,0,4
1658,"car",0,934,177.46,615,0,0,70,0,4
1659,"train",0,980,112.6,534,144,2,70,0,4
1659,"air",1,980,209.9,84,91,4,70,0,4
1659,"bus",0,980,56.57,629,115,6,70,0,4
1659,"car",0,980,186.2,667,0,0,70,0,4
1660,"train",0,141,39.4,71,90,4,55,0,3
1660,"bus",0,141,10.8,70,80,1,55,0,3
1660,"car",1,141,26.79,94,0,0,55,0,3
1661,"train",0,141,39.4,71,90,4,35,0,3
1661,"bus",0,141,10.8,70,80,1,35,0,3
1661,"car",1,141,26.79,94,0,0,35,0,3
1662,"train",0,175,40.4,71,108,4,55,0,3
1662,"bus",0,175,18.56,119,70,4,55,0,3
1662,"car",1,175,33.25,117,0,0,55,0,3
1663,"train",0,158,36,36,140,4,45,0,3
1663,"bus",0,158,10.8,70,80,1,45,0,3
1663,"car",1,158,30.02,118,0,0,45,0,3
1664,"train",0,208,53.6,263,75,3,25,0,4
1664,"air",0,208,145.9,60,106,6,25,0,4
1664,"bus",0,208,17.76,119,65,4,25,0,4
1664,"car",1,208,39.52,134,0,0,25,0,4
1665,"train",0,287,55.1,263,80,3,45,0,4
1665,"air",0,287,145.9,60,106,6,45,0,4
1665,"bus",0,287,24.96,183,85,8,45,0,4
1665,"car",1,287,54.53,200,0,0,45,0,4
1666,"train",0,302,51.6,263,68,3,45,0,4
1666,"air",0,302,145.9,60,96,6,45,0,4
1666,"bus",0,302,24.96,183,75,8,45,0,4
1666,"car",1,302,57.38,205,0,0,45,0,4
1667,"train",0,416,73.6,440,75,2,70,1,4
1667,"air",1,416,156.5,58,91,36,70,1,4
1667,"bus",0,416,30.4,290,68,10,70,1,4
1667,"car",0,416,79.04,292,0,0,70,1,4
1668,"train",0,450,71.6,440,64,2,70,1,4
1668,"air",1,450,153.1,58,86,36,70,1,4
1668,"bus",0,450,31.6,290,67,10,70,1,4
1668,"car",0,450,85.5,298,0,0,70,1,4
1669,"train",0,450,71.6,440,64,2,70,1,4
1669,"air",1,450,153.1,58,86,36,70,1,4
1669,"bus",0,450,31.6,290,67,10,70,1,4
1669,"car",0,450,85.5,298,0,0,70,1,4
1670,"train",0,450,71.6,440,64,2,70,1,4
1670,"air",1,450,153.1,58,86,36,70,1,4
1670,"bus",0,450,31.6,290,67,10,70,1,4
1670,"car",0,450,85.5,298,0,0,70,1,4
1671,"train",0,450,71.6,440,64,2,70,1,4
1671,"air",1,450,153.1,58,86,36,70,1,4
1671,"bus",0,450,31.6,290,67,10,70,1,4
1671,"car",0,450,85.5,298,0,0,70,1,4
1672,"train",0,450,71.6,440,64,2,35,1,4
1672,"air",1,450,153.1,58,86,36,35,1,4
1672,"bus",0,450,31.6,290,67,10,35,1,4
1672,"car",0,450,85.5,298,0,0,35,1,4
1673,"train",0,450,71.6,440,64,2,70,1,4
1673,"air",1,450,153.1,58,86,36,70,1,4
1673,"bus",0,450,31.6,290,67,10,70,1,4
1673,"car",0,450,85.5,298,0,0,70,1,4
1674,"train",0,450,71.6,440,64,2,70,1,4
1674,"air",1,450,153.1,58,86,36,70,1,4
1674,"bus",0,450,31.6,290,67,10,70,1,4
1674,"car",0,450,85.5,298,0,0,70,1,4
1675,"train",0,450,71.6,440,64,2,55,1,4
1675,"air",1,450,153.1,58,86,36,55,1,4
1675,"bus",0,450,31.6,290,67,10,55,1,4
1675,"car",0,450,85.5,298,0,0,55,1,4
1676,"train",0,450,71.6,440,64,2,55,1,4
1676,"air",1,450,153.1,58,86,36,55,1,4
1676,"bus",0,450,31.6,290,67,10,55,1,4
1676,"car",0,450,85.5,298,0,0,55,1,4
1677,"train",0,450,71.6,440,64,2,45,1,4
1677,"air",1,450,153.1,58,86,36,45,1,4
1677,"bus",0,450,31.6,290,67,10,45,1,4
1677,"car",0,450,85.5,298,0,0,45,1,4
1678,"train",0,450,71.6,440,64,2,70,1,4
1678,"air",1,450,153.1,58,86,36,70,1,4
1678,"bus",0,450,31.6,290,67,10,70,1,4
1678,"car",0,450,85.5,298,0,0,70,1,4
1679,"train",0,450,71.6,440,64,2,70,1,4
1679,"air",1,450,153.1,58,86,36,70,1,4
1679,"bus",0,450,31.6,290,67,10,70,1,4
1679,"car",0,450,85.5,298,0,0,70,1,4
1680,"train",0,450,71.6,440,64,2,70,1,4
1680,"air",1,450,153.1,58,86,36,70,1,4
1680,"bus",0,450,31.6,290,67,10,70,1,4
1680,"car",0,450,85.5,298,0,0,70,1,4
1681,"train",0,450,71.6,440,64,2,70,1,4
1681,"air",1,450,153.1,58,86,36,70,1,4
1681,"bus",0,450,31.6,290,67,10,70,1,4
1681,"car",0,450,85.5,298,0,0,70,1,4
1682,"train",0,450,71.6,440,64,2,70,1,4
1682,"air",0,450,153.1,58,86,36,70,1,4
1682,"bus",0,450,31.6,290,67,10,70,1,4
1682,"car",1,450,85.5,298,0,0,70,1,4
1683,"train",0,460,73.3,440,65,2,70,1,4
1683,"air",1,460,154.5,58,86,36,70,1,4
1683,"bus",0,460,31.4,290,70,10,70,1,4
1683,"car",0,460,87.4,311,0,0,70,1,4
1684,"train",0,460,73.3,440,65,2,70,1,4
1684,"air",1,460,154.5,58,86,36,70,1,4
1684,"bus",0,460,31.4,290,70,10,70,1,4
1684,"car",0,460,87.4,311,0,0,70,1,4
1685,"train",0,460,73.3,440,65,2,70,1,4
1685,"air",1,460,154.5,58,86,36,70,1,4
1685,"bus",0,460,31.4,290,70,10,70,1,4
1685,"car",0,460,87.4,311,0,0,70,1,4
1686,"train",0,460,73.3,440,65,2,70,1,4
1686,"air",1,460,154.5,58,86,36,70,1,4
1686,"bus",0,460,31.4,290,70,10,70,1,4
1686,"car",0,460,87.4,311,0,0,70,1,4
1687,"train",0,460,73.3,440,65,2,70,1,4
1687,"air",1,460,154.5,58,86,36,70,1,4
1687,"bus",0,460,31.4,290,70,10,70,1,4
1687,"car",0,460,87.4,311,0,0,70,1,4
1688,"train",0,460,73.3,440,65,2,70,1,4
1688,"air",1,460,154.5,58,86,36,70,1,4
1688,"bus",0,460,31.4,290,70,10,70,1,4
1688,"car",0,460,87.4,311,0,0,70,1,4
1689,"train",0,460,73.3,440,65,2,70,1,4
1689,"air",1,460,154.5,58,86,36,70,1,4
1689,"bus",0,460,31.4,290,70,10,70,1,4
1689,"car",0,460,87.4,311,0,0,70,1,4
1690,"train",0,572,83.65,431,70,3,35,0,4
1690,"air",0,572,178.5,69,98,45,35,0,4
1690,"bus",0,572,32.76,370,70,7,35,0,4
1690,"car",1,572,108.68,361,0,0,35,0,4
1691,"train",0,572,73.5,412,65,3,55,1,3
1691,"air",1,572,173.75,69,87,45,55,1,3
1691,"car",0,572,108.68,361,0,0,55,1,3
1692,"train",0,572,73.5,412,65,3,70,1,3
1692,"air",1,572,173.75,69,87,45,70,1,3
1692,"car",0,572,108.68,361,0,0,70,1,3
1693,"train",0,572,73.5,412,65,3,70,1,3
1693,"air",1,572,173.75,69,87,45,70,1,3
1693,"car",0,572,108.68,361,0,0,70,1,3
1694,"train",0,572,73.5,412,65,3,70,1,3
1694,"air",1,572,173.75,69,87,45,70,1,3
1694,"car",0,572,108.68,361,0,0,70,1,3
1695,"train",0,572,73.5,412,65,3,70,1,3
1695,"air",1,572,173.75,69,87,45,70,1,3
1695,"car",0,572,108.68,361,0,0,70,1,3
1696,"train",0,572,73.5,412,65,3,70,1,3
1696,"air",1,572,173.75,69,87,45,70,1,3
1696,"car",0,572,108.68,361,0,0,70,1,3
1697,"train",0,572,73.5,412,65,3,70,1,3
1697,"air",1,572,173.75,69,87,45,70,1,3
1697,"car",0,572,108.68,361,0,0,70,1,3
1698,"train",0,562,76.75,431,65,3,55,1,4
1698,"air",1,562,176.5,69,91,45,55,1,4
1698,"bus",0,562,32.66,370,68,7,55,1,4
1698,"car",0,562,106.78,348,0,0,55,1,4
1699,"train",0,567,74.2,431,52,3,70,1,4
1699,"air",1,567,183.05,69,91,45,70,1,4
1699,"bus",0,567,32.81,370,63,7,70,1,4
1699,"car",0,567,107.73,354,0,0,70,1,4
1700,"train",0,567,75.2,431,65,3,70,1,4
1700,"air",1,567,183.6,69,101,45,70,1,4
1700,"bus",0,567,33.56,370,70,7,70,1,4
1700,"car",0,567,107.73,354,0,0,70,1,4
1701,"train",0,567,75.7,431,67,3,55,1,4
1701,"air",1,567,184.5,69,96,45,55,1,4
1701,"bus",0,567,33.26,370,75,7,55,1,4
1701,"car",0,567,107.73,354,0,0,55,1,4
1702,"train",0,581,76.2,431,70,3,70,0,4
1702,"air",1,581,182.5,69,100,45,70,0,4
1702,"bus",0,581,34.76,370,80,7,70,0,4
1702,"car",0,581,110.39,361,0,0,70,0,4
1703,"train",0,574,77.7,431,70,3,70,0,4
1703,"air",1,574,182.85,69,104,45,70,0,4
1703,"bus",0,574,32.26,370,65,7,70,0,4
1703,"car",0,574,109.06,355,0,0,70,0,4
1704,"train",0,689,99.2,558,90,2,70,0,3
1704,"air",1,689,186.5,69,156,45,70,0,3
1704,"car",0,689,130.91,425,0,0,70,0,3
1705,"train",0,718,100.4,558,110,2,70,0,3
1705,"air",1,718,186.5,69,161,45,70,0,3
1705,"car",0,718,136.42,449,0,0,70,0,3
1706,"train",0,839,101.4,558,115,2,70,0,3
1706,"air",1,839,212.9,84,151,4,70,0,3
1706,"car",0,839,159.41,549,0,0,70,0,3
1707,"train",0,924,115.6,534,110,2,35,0,4
1707,"air",1,924,212.9,84,91,4,35,0,4
1707,"bus",0,924,54.72,629,70,6,35,0,4
1707,"car",0,924,175.56,602,0,0,35,0,4
1708,"train",0,319,53.6,263,83,3,35,0,4
1708,"air",0,319,146.3,60,105,6,35,0,4
1708,"bus",0,319,24.96,183,110,8,35,0,4
1708,"car",1,319,60.61,219,0,0,35,0,4
1709,"train",0,467,73.6,440,79,2,70,1,4
1709,"air",1,467,153.5,58,95,36,70,1,4
1709,"bus",0,467,31.6,290,102,10,70,1,4
1709,"car",0,467,88.73,313,0,0,70,1,4
1710,"train",0,467,73.6,440,79,2,70,1,4
1710,"air",1,467,153.5,58,95,36,70,1,4
1710,"bus",0,467,31.6,290,102,10,70,1,4
1710,"car",0,467,88.73,313,0,0,70,1,4
1711,"train",0,467,73.6,440,79,2,70,1,4
1711,"air",1,467,153.5,58,95,36,70,1,4
1711,"bus",0,467,31.6,290,102,10,70,1,4
1711,"car",0,467,88.73,313,0,0,70,1,4
1712,"train",0,467,73.6,440,79,2,70,1,4
1712,"air",1,467,153.5,58,95,36,70,1,4
1712,"bus",0,467,31.6,290,102,10,70,1,4
1712,"car",0,467,88.73,313,0,0,70,1,4
1713,"train",0,467,73.6,440,79,2,55,1,4
1713,"air",1,467,153.5,58,95,36,55,1,4
1713,"bus",0,467,31.6,290,102,10,55,1,4
1713,"car",0,467,88.73,313,0,0,55,1,4
1714,"train",1,584,76.2,431,67,3,15,1,4
1714,"air",0,584,183.45,69,100,45,15,1,4
1714,"bus",0,584,32.81,370,98,7,15,1,4
1714,"car",0,584,110.96,369,0,0,15,1,4
1715,"train",0,584,76.2,431,67,3,70,1,4
1715,"air",1,584,183.45,69,100,45,70,1,4
1715,"bus",0,584,32.81,370,98,7,70,1,4
1715,"car",0,584,110.96,369,0,0,70,1,4
1716,"train",0,589,79.2,431,85,3,55,1,4
1716,"air",1,589,186.5,69,115,45,55,1,4
1716,"bus",0,589,34.26,370,115,7,55,1,4
1716,"car",0,589,111.91,375,0,0,55,1,4
1717,"train",0,800,103.9,534,113,2,70,0,4
1717,"air",1,800,205.3,84,96,4,70,0,4
1717,"bus",0,800,52.47,629,96,6,70,0,4
1717,"car",0,800,152,500,0,0,70,0,4
1718,"train",0,119,29.4,71,85,4,55,1,3
1718,"bus",0,119,11.95,70,105,1,55,1,3
1718,"car",1,119,22.61,88,0,0,55,1,3
1719,"train",0,119,29.4,71,85,4,45,1,3
1719,"bus",0,119,11.95,70,105,1,45,1,3
1719,"car",1,119,22.61,88,0,0,45,1,3
1720,"train",0,119,29.4,71,85,4,70,1,3
1720,"bus",0,119,11.95,70,105,1,70,1,3
1720,"car",1,119,22.61,88,0,0,70,1,3
1721,"train",0,119,29.4,71,85,4,36,1,3
1721,"bus",0,119,11.95,70,105,1,36,1,3
1721,"car",1,119,22.61,88,0,0,36,1,3
1722,"train",0,153,30.4,71,103,4,55,1,3
1722,"bus",0,153,19.71,119,95,4,55,1,3
1722,"car",1,153,29.07,111,0,0,55,1,3
1723,"train",0,153,30.4,71,103,4,45,1,3
1723,"bus",0,153,19.71,119,95,4,45,1,3
1723,"car",1,153,29.07,111,0,0,45,1,3
1724,"train",1,214,42.2,109,100,5,45,1,4
1724,"air",0,214,151.3,60,98,6,45,1,4
1724,"bus",0,214,18.71,119,95,4,45,1,4
1724,"car",0,214,40.66,152,0,0,45,1,4
1725,"train",0,214,42.2,109,100,5,70,1,4
1725,"air",0,214,151.3,60,98,6,70,1,4
1725,"bus",0,214,18.71,119,95,4,70,1,4
1725,"car",1,214,40.66,152,0,0,70,1,4
1726,"train",0,171,37.6,96,90,2,45,1,4
1726,"air",0,171,151.3,60,108,6,45,1,4
1726,"bus",0,171,19.31,119,82,4,45,1,4
1726,"car",1,171,32.49,120,0,0,45,1,4
1727,"train",0,186,40,109,90,5,35,1,4
1727,"air",0,186,151.3,60,98,6,35,1,4
1727,"bus",0,186,18.91,119,90,4,35,1,4
1727,"car",1,186,35.34,129,0,0,35,1,4
1728,"train",0,265,45.2,109,100,5,70,1,4
1728,"air",0,265,151.3,60,98,6,70,1,4
1728,"bus",0,265,26.11,183,110,8,70,1,4
1728,"car",1,265,50.35,195,0,0,70,1,4
1729,"train",0,249,46.9,148,90,8,70,1,4
1729,"air",1,249,148.45,60,66,6,70,1,4
1729,"bus",0,249,24.11,183,85,8,70,1,4
1729,"car",0,249,47.31,166,0,0,70,1,4
1730,"train",0,249,46.9,148,90,8,36,1,4
1730,"air",0,249,148.45,60,66,6,36,1,4
1730,"bus",0,249,24.11,183,85,8,36,1,4
1730,"car",1,249,47.31,166,0,0,36,1,4
1731,"train",0,249,46.9,148,90,8,70,1,4
1731,"air",0,249,148.45,60,66,6,70,1,4
1731,"bus",0,249,24.11,183,85,8,70,1,4
1731,"car",1,249,47.31,166,0,0,70,1,4
1732,"train",0,424,53.8,238,85,3,70,1,4
1732,"air",0,424,169.9,58,128,36,70,1,4
1732,"bus",0,424,29.79,304,125,2,70,1,4
1732,"car",1,424,80.56,272,0,0,70,1,4
1733,"train",0,396,66.4,263,110,3,70,1,4
1733,"air",1,396,164.9,58,93,36,70,1,4
1733,"bus",0,396,31.55,290,100,10,70,1,4
1733,"car",0,396,75.24,266,0,0,70,1,4
1734,"train",0,396,66.4,263,110,3,70,1,4
1734,"air",0,396,164.9,58,93,36,70,1,4
1734,"bus",0,396,31.55,290,100,10,70,1,4
1734,"car",1,396,75.24,266,0,0,70,1,4
1735,"train",0,394,66.4,263,110,3,35,2,4
1735,"air",0,394,161.9,58,83,36,35,2,4
1735,"bus",0,394,31.55,290,93,10,35,2,4
1735,"car",1,394,74.86,286,0,0,35,2,4
1736,"train",1,428,64.4,263,99,3,35,2,4
1736,"air",0,428,158.5,58,78,36,35,2,4
1736,"bus",0,428,32.75,290,92,10,35,2,4
1736,"car",0,428,81.32,293,0,0,35,2,4
1737,"train",0,428,64.4,263,99,3,70,2,4
1737,"air",1,428,158.5,58,78,36,70,2,4
1737,"bus",0,428,32.75,290,92,10,70,2,4
1737,"car",0,428,81.32,293,0,0,70,2,4
1738,"train",0,428,64.4,263,99,3,70,2,4
1738,"air",1,428,158.5,58,78,36,70,2,4
1738,"bus",0,428,32.75,290,92,10,70,2,4
1738,"car",0,428,81.32,293,0,0,70,2,4
1739,"train",0,428,64.4,263,99,3,70,2,4
1739,"air",1,428,158.5,58,78,36,70,2,4
1739,"bus",0,428,32.75,290,92,10,70,2,4
1739,"car",0,428,81.32,293,0,0,70,2,4
1740,"train",0,428,64.4,263,99,3,36,2,4
1740,"air",1,428,158.5,58,78,36,36,2,4
1740,"bus",0,428,32.75,290,92,10,36,2,4
1740,"car",0,428,81.32,293,0,0,36,2,4
1741,"train",0,428,64.4,263,99,3,70,2,4
